"Date","Open","High","Low","Close","Volume"
"2019-10-04","104","104.75","103.25","104","215807"
"2019-10-03","104.5","105","104","104","2691382"
"2019-10-02","104.5","104.1","104","104.5","157628"
"2019-10-01","104.5","104.5","104","104.5","92571"
"2019-09-30","104.5","104.66","104","104.5","196181"
"2019-09-27","104.5","104.25","104","104.5","66605"
"2019-09-26","105","105","103","104.5","108880"
"2019-09-25","105","105","103.9168","105","300017"
"2019-09-24","105","105","104.1","105","31466"
"2019-09-23","105","105","104.1","105","65841"
"2019-09-20","105","104.69","104.68","105","13418"
"2019-09-19","105","104.7","104.06","105","60257"
"2019-09-18","105","105","104","105","49293"
"2019-09-17","105","106","104","105","134283"
"2019-09-16","105","106","104.05","105","88180"
"2019-09-13","104.5","105.6","104","105","254793"
"2019-09-12","106.5","106","104","104.5","99086"
"2019-09-11","107.5","107.75","107","107.5","280749"
"2019-09-10","107.5","107.8","107","107.5","43356"
"2019-09-09","107","107.99","107","107.5","1674942"
"2019-09-06","107","108","107","107","177916"
"2019-09-05","107","107.96","106.9","107","54190"
"2019-09-04","107","107.96","106.84","107","161605"
"2019-09-03","106","107.96","106.25","107","811721"
"2019-09-02","106","107","105.7","106","48332"
"2019-08-30","106","106.8","105.64","106","80850"
"2019-08-29","106","106.78","105.62","106","71844"
"2019-08-28","106","106.82","105.6","106","138261"
"2019-08-27","106","106.8","105.56","106","73681"
"2019-08-26","105.5","105.5","105.5","105.5","0"
"2019-08-23","105.5","106","105.275","105.5","61492"
"2019-08-22","105.5","105.91","105.275","105.5","46411"
"2019-08-21","105","105.82","104.25","105.5","60914"
"2019-08-20","105","105.85","104.25","105","107005"
"2019-08-19","105","106","105","105","82813"
"2019-08-16","105","105.88","104.12","105","78227"
"2019-08-15","105","105.95","104","105","242785"
"2019-08-14","105","105.96","105","105","36807"
"2019-08-13","105","106","104.1","105","92091"
"2019-08-12","105","106","104","105","19104"
"2019-08-09","105","106","104.89","105","245078"
"2019-08-08","104.5","105.96","104.5","105","2747513"
"2019-08-07","104.5","105.5","104.67","104.5","55320"
"2019-08-06","104.5","105","104.5","104.5","509376"
"2019-08-05","104.5","104.8","104.8","104.5","25785"
"2019-08-02","104.5","105","104","104.5","155623"
"2019-08-01","104.5","105","104.59","104.5","100942"
"2019-07-31","104.5","105.5","104.51","104.5","89030"
"2019-07-30","104.5","105","104.5","104.5","138595"
"2019-07-29","104","105","104","104.5","179083"
"2019-07-26","105","105","103.7","104","28963"
"2019-07-25","103.5","103.7","103.5","103.5","23765"
"2019-07-24","103.7","103.7","103.48","103.5","69797"
"2019-07-23","103.74","104.0521","103.5","103.5","105461"
"2019-07-22","103.74","103.79","103.35","103.5","193114"
"2019-07-19","103.28","103.79","102.8","103.5","176880"
"2019-07-18","103","103.99","102.1","103","97146"
"2019-07-17","104.1","105","104","104.5","144198"
"2019-07-16","104.75","104.9","104.1","104.5","110673"
"2019-07-15","104.75","104.75","104.74","104.5","21029"
"2019-07-12","105","105","103.081","104.5","279880"
"2019-07-11","104.06","104.94","104.06","104.5","46587"
"2019-07-10","105","105","103.581","104.5","747020"
"2019-07-09","105.07","105.08","103.081","105","151092"
"2019-07-08","105.08","105.88","104.5","105","204302"
"2019-07-05","105.08","105.1","104.5","105","83893"
"2019-07-04","105","100","100","105","112783"
"2019-07-03","104.12","105.12","104.12","105","463344"
"2019-07-02","105","105.12","104","105","151548"
"2019-07-01","104.12","105.1","104","105","1028701"
"2019-06-28","105.12","106","104","105","51782"
"2019-06-27","104","105.18","104","105","67824"
"2019-06-26","104","104","104","105","27600"
"2019-06-25","105.2","105.28","104","105","103275"
"2019-06-24","105.28","106","104","105","500150"
"2019-06-21","105.8","105.8","104.02","105","54807"
"2019-06-20","106","106","104","105","5895747"
"2019-06-19","105","106","104.5","105","139722"
"2019-06-18","106","106","105","105","99702"
"2019-06-17","105","106","104","105","204089"
"2019-06-14","104.9","105","104.9","104.5","41828"
"2019-06-13","104","104.9","103.5","104","85007"
"2019-06-12","104","104.5","103","104","3858909"
"2019-06-11","104","104","102","103.5","235405"
"2019-06-10","103","104","103","103","77208"
"2019-06-07","104","104","102.89","103","366088"
"2019-06-06","102.8","104","102.5","103","57067"
"2019-06-05","103.5","104","103","103","350540"
"2019-06-04","102.8","103.7","102","103","141393"
"2019-06-03","102","103","102","103","41140"
"2019-05-31","102.74","104","102","103","71413"
"2019-05-30","104","104","102","103","193301"
"2019-05-29","102.74","104","102.55","103","68404"
"2019-05-28","102","104","102","103","62842"
"2019-05-27","103","103","103","103","0"
"2019-05-24","103.75","103.9","103","103","41295"
"2019-05-23","103.66","103","103","103","127877"
"2019-05-22","102.5","104","102.5","103","46765"
"2019-05-21","102.5","103","102.5","102.5","125020"
"2019-05-20","103.4","103.4","102.7","102.5","184941"
"2019-05-17","102.85","103","102.36","103","63314"
"2019-05-16","102","103","102","102.5","128000"
"2019-05-15","102.5","103","102.37","102.5","128737"
"2019-05-14","102.85","102.85","101.949","102.5","126705"
"2019-05-13","102.85","102.85","102.35","102.5","22061"
"2019-05-10","102.7","103","102","102.5","408911"
"2019-05-09","102.5","103","101.02","102","91357"
"2019-05-08","101.7","103","101.7","102","88382"
"2019-05-07","102.5","103","101.7","102","24122"
"2019-05-06","102","102","102","102","0"
"2019-05-03","102.5","103","101","102","114729"
"2019-05-02","102","102.5","101","102","4358432"
"2019-05-01","102.5","103","102.35","102.5","99988"
"2019-04-30","103","103","102.01","102.5","709180"
"2019-04-29","102.39","102.5","101.5","102.5","695540"
"2019-04-26","102.025","103","101.949","102.5","116120"
"2019-04-25","102.05","103","101.949","102.5","204195"
"2019-04-24","102","104","102","103","522815"
"2019-04-23","103.5","103.5","102","103","656124"
"2019-04-22","103.5","103.5","103.5","103.5","0"
"2019-04-19","103.5","103.5","103.5","103.5","0"
"2019-04-18","104","104","103","103.5","1178736"
"2019-04-17","104","104","103.2","103.5","78666"
"2019-04-16","104","104","103","103.5","733048"
"2019-04-15","102.95","104","102.95","103","107110"
"2019-04-12","103","104","102.5","103","191276"
"2019-04-11","102.5","103","102.45","102.5","71313"
"2019-04-10","102.45","103","102","102.5","144702"
"2019-04-09","102.4","102.7","102.4","102.5","55015"
"2019-04-08","101.25","102","101.25","102.5","61013"
"2019-04-05","103","103","102.5","102","356777"
"2019-04-04","101.3","103","101.3","102","163531"
"2019-04-03","102","102.5","101","102","308000"
"2019-04-02","102","102.5","101.25","102","711132"
"2019-04-01","101.25","102.5","101.25","102","81251"
"2019-03-29","101.25","103","101.25","102","937662"
"2019-03-28","101.85","102","101.85","102","205325"
"2019-03-27","102","102","101","102","239667"
"2019-03-26","102","102","101.125","102","150079"
"2019-03-25","102","102.5","101.5","102","250258"
"2019-03-22","102.5","103","101.5","102","1119536"
"2019-03-21","102.7","102.7","102.7","102","50973"
"2019-03-20","102","102","101","102","92277"
"2019-03-19","101","102","101","102","70819"
"2019-03-18","102","102","101","102","61382"
"2019-03-15","102.5","102.5","102.25","102","9830"
"2019-03-14","102.8","102.8","102","103","71282"
"2019-03-13","102.8","102.8","102.06","103","8767"
"2019-03-12","103.5","103.5","102","103","51936"
"2019-03-11","104","104","102.5","104","220950"
"2019-03-08","102.75","103","102.5","102.5","290150"
"2019-03-07","102.01","102.8","102.01","102","438155"
"2019-03-06","102","102.75","101.5","102","97909"
"2019-03-05","102","103","101","102","690136"
"2019-03-04","102.15","102.5","101","102","748336"
"2019-03-01","102.65","102.75","101","102","386166"
"2019-02-28","102","102","102","102","15030"
"2019-02-27","102.21","102.5","102.21","102.5","53431"
"2019-02-26","102.645","103","102","102.5","104878"
"2019-02-25","102.4","103.3","102","103","159000"
"2019-02-22","102.4","102.4","102.1","103","33728"
"2019-02-21","103.5","103.5","102.32","103","1300650"
"2019-02-20","103.85","103.85","103.02","103","35454"
"2019-02-19","104","104","103.5","103.5","39532"
"2019-02-18","103.5","103.75","103","103.5","70000"
"2019-02-15","103.8","105","103.16","103.5","178538"
"2019-02-14","103.75","103.8","103","103","76954"
"2019-02-13","103","103.75","103","103.5","1192701"
"2019-02-12","102.85","103.7","102.75","102.5","94350"
"2019-02-11","101.5","102.99","101.5","102.5","145453"
"2019-02-08","102","102","101","101.5","204923"
"2019-02-07","100","103","100","102","511266"
"2019-02-06","101","101","100","100","42510"
"2019-02-05","99.25","100.9","99","100","152650"
"2019-02-04","100.99","100.99","99.667","100","73221"
"2019-02-01","100","101","100","100.5","28252"
"2019-01-31","100.5","101","99.667","100","64445"
"2019-01-30","99","100","98","99.5","560225"
"2019-01-29","97.5","98","97.5","97.5","384748"
"2019-01-28","97.89","98","97.5","97.5","42765"
"2019-01-25","97.5","98","97.5","97.5","88040"
"2019-01-24","98","98","97.15000000000001","97.5","22764"
"2019-01-23","97.5","98.02","97.40000000000001","97.5","63221"
"2019-01-22","98.8","98.8","97","98","42708"
"2019-01-21","98.8","98.8","97.40000000000001","98","46991"
"2019-01-18","97.25","98.90000000000001","97.25","98","170989"
"2019-01-17","98.2","98.2","98.2","98","6700"
"2019-01-16","98.5","98.90000000000001","97.25","98","369480"
"2019-01-15","98","98.8","97.5","98","39234"
"2019-01-14","97","98","97","98","65516"
"2019-01-11","97.7","97.7","97.20999999999999","97.5","632274"
"2019-01-10","97.90000000000001","98","97","97.5","1015694"
"2019-01-09","97.5","97.98999999999999","96.75","97.5","609678"
"2019-01-08","96","97.8","96","97","604582"
"2019-01-07","96.90000000000001","96.90000000000001","96","96.5","88693"
"2019-01-04","96","96.90000000000001","96","97","49438"
"2019-01-03","97.29000000000001","97.29000000000001","96","97","99454"
"2019-01-02","96","97.29000000000001","95","97","68350"
"2019-01-01","95.5","95.5","95.5","95.5","0"
